word,source_lists,cefr_level,frequency_rank,pos,en_definition,ja_translation
attendant,TSL,,,,someone who waits on or tends to the needs of another  ,
attendee,TSL,,,,someone present (at a meeting or event),
attentive,CEFR-J,B2,,adjective,,
attentively,CEFR-J,B2,,adverb,,
attire,TSL,,,,clothing,
attorney,TSL|BSL,,,,lawyer,
attractiveness,CEFR-J,B2,,noun,,
attributable,BSL,,,,,
atypical,CEFR-J,B2,,adjective,,
aubergine,CEFR-J,B2,,noun,,
auction,NAWL|TSL|BSL,,,verb,To sell to a person offering the highest price,競売で売る
audio,NAWL|BSL|CEFR-J,A2,,adj,concerning sound,音声の
audit,NAWL|TSL|BSL|CEFR-J,B2,,verb,to examine carefully for accuracy,監査
audition,TSL|CEFR-J,B2,,noun,a try out done by a performer to test whether they have the skills to do the job,
auditor,TSL|BSL,,,,a person who checks to make sure things are correct,
auditorium,TSL,,,,the area of a theater or concert hall where the audience sits  ,
august,NGSL|CEFR-J,A1,,noun,,
authentic,TSL,,,,"real, not fake",
authoritative,CEFR-J,B2,,adjective,,
authority,NAWL|TSL|BSL|CEFR-J,B1,,n,"people in positions of power, able to decide things",権力者； 権限者
authorization,TSL|BSL,,,,the permission given to do something,
authorize,TSL|BSL|CEFR-J,B2,,verb,to give permission for something,
auto,TSL|BSL,,,,car,
automate,TSL|BSL,,,,To make a process that does a task over and over again by machine,
automatic,TSL|BSL|CEFR-J,A2,,adjective,done without thinking,
automobile,TSL|BSL,,,,long name for 'car',
automotive,TSL,,,,of or relating to motor vehicles,
autonomous,BSL,,,,,
autonomy,NAWL|BSL,,,n,the power to make independent decisions,自治権；自立性
auxiliary,CEFR-J,B1,,adjective,,
availability,NAWL|TSL|BSL|CEFR-J,B2,,n,being present and able to be used,可用性；利用可能
avenue,CEFR-J,B1,,noun,,
averse,BSL,,,,,
aversion,BSL,,,,,
aviation,BSL,,,,,
await,TSL|BSL|CEFR-J,B2,,verb,"to wait for, or expect, something to happen",
awake,CEFR-J,A1,,adjective,,
awe,CEFR-J,B2,,noun,,
awesome,CEFR-J,B1,,adjective,,
awkward,BSL|CEFR-J,B1,,adjective,,
ax,CEFR-J,B2,,noun,,
axiom,NAWL,,,n,a statement that is accepted as true,公理
axis,NAWL|BSL|CEFR-J,B2,,n,"a line about which a rotating body, such as the earth, turns.",軸
babysit,CEFR-J,B1,,verb,,
babysitter,CEFR-J,B1,,noun,,
backache,CEFR-J,B1,,noun,,
backpack,TSL|CEFR-J,B1,,noun,a bag with shoulder straps worn on the back,
backpacker,CEFR-J,B1,,noun,,
backpacking,CEFR-J,B1,,noun,,
backup,CEFR-J,B2,,noun,,
backward,NAWL|BSL|CEFR-J,B2,,adv,toward what is behind you,後ろへ
backyard,CEFR-J,B2,,noun,,
bacon,CEFR-J,B1,,noun,,
bacteria,NAWL|TSL,,,n,the very small creatures that sometimes cause disease in humans and animals,細菌
bacterial,NAWL,,,adj,concerning or caused by bacteria,細菌の
bad-tempered,CEFR-J,B2,,adjective,,
badge,TSL|CEFR-J,B2,,noun,a small piece of material with your name and details on that you wear to show who you are,
badminton,CEFR-J,A2,,noun,,
baggage,TSL|CEFR-J,B1,,noun,travel bags,
bail,BSL,,,,,
bake,TSL|CEFR-J,A2,,verb,to cook things inside the oven,
baker,TSL|CEFR-J,B1,,noun,someone who bakes for a living ,
bakery,TSL|CEFR-J,B1,,noun,a place where baked goods (breads and cakes and pastries) are made and sold,
balanced,CEFR-J,B2,,adjective,,
balcony,TSL|CEFR-J,A2,,noun,a small floor area with a wall or fence round it that is joined to the outside of a building,
bald,CEFR-J,B1,,adjective,,
balky,CEFR-J,B2,,adjective,,
ballad,CEFR-J,B2,,noun,,
ballet,CEFR-J,B2,,noun,,
balloon,TSL|CEFR-J,A2,,noun,a colorful round object made of rubber that is filled with air,
ballot,BSL|CEFR-J,B2,,noun,,
ballroom,TSL,,,,large room used mainly for dancing  ,
banana,CEFR-J,A1,,noun,,
bandage,CEFR-J,B1,,noun,,
bang,NAWL|CEFR-J,B1,,verb,to strike something loudly or forcefully,たたく；ぶつける
bank account,CEFR-J,B1,,noun,,
banker,TSL|BSL|CEFR-J,B2,,noun,someone who works for the bank,
banking,CEFR-J,A2,,noun,,
bankrupt,TSL|BSL|CEFR-J,B2,,verb,to have no more money,
bankruptcy,TSL|BSL|CEFR-J,B2,,noun,the act of having no more money to pay bills,
banquet,TSL,,,,a formal meal given for a lot of people,
barbecue,TSL|CEFR-J,A2,,noun,"meal that has been cooked on a grill, outdoors",
barber,CEFR-J,A2,,noun,,
barbershop,CEFR-J,B2,,noun,,
bare,CEFR-J,B1,,adjective,,
bargain,NAWL|TSL|BSL|CEFR-J,A2,,n,something bought for a lower price than expected,バーゲン； 安売り
bark,CEFR-J,B1,,noun,,
barley,CEFR-J,B2,,noun,,
barman,CEFR-J,B1,,noun,,
barn,CEFR-J,B2,,noun,,
barometer,CEFR-J,B2,,noun,,
barrel,NAWL|BSL|CEFR-J,B1,,n,a round container with curved sides and flat ends,樽；バレル
barren,CEFR-J,B2,,adjective,,
bartender,CEFR-J,B2,,noun,,
baseball,TSL|BSL|CEFR-J,A1,,noun,a sports game with a bat and ball,
baseline,BSL,,,,,
basement,TSL|CEFR-J,B1,,noun,the level under the ground floor,
basin,NAWL|CEFR-J,B1,,n,a sink; a place in a bathroom to wash your face,たらい；盆地
basket,TSL|BSL|CEFR-J,A2,,noun,a container made of pieces of wood,
basketball,TSL|CEFR-J,A1,,noun,a game played by two teams who try to score goals by throwing the ball,
bat,NAWL|CEFR-J,A1,,n,object used for hitting a ball in various games,バット
batch,BSL|CEFR-J,A2,,noun,,
bathe,CEFR-J,B1,,verb,,
bathhouse,CEFR-J,B2,,noun,,
bathroom,TSL|CEFR-J,A1,,noun,a room where there is a bath and/or a shower,
battery,TSL|BSL|CEFR-J,A2,,noun,something that produces electric energy,
battlefield,CEFR-J,B2,,noun,,
bay,CEFR-J,A2,,noun,,
beagle,CEFR-J,B2,,noun,,
beak,CEFR-J,B2,,noun,,
beam,NAWL|BSL|CEFR-J,B2,,n,a long piece of metal or wood; a line of light or energy,梁（はり）；光線；ビーム
bean,TSL|CEFR-J,A1,,noun,a long thin green vegetable,
beard,CEFR-J,B1,,noun,,
bearing,CEFR-J,B2,,noun,,
beast,CEFR-J,B1,,noun,,
beautifully,CEFR-J,B1,,adverb,,
beautify,CEFR-J,B2,,verb,,
beaver,CEFR-J,B1,,noun,,
because of,CEFR-J,B1,,preposition,,
bedside,CEFR-J,B1,,noun,,
bee,CEFR-J,A1,,noun,,
beef,BSL|CEFR-J,A1,,noun,,
been,CEFR-J,A2,,be-verb,,
beforehand,TSL,,,,earlier in time,
beg,CEFR-J,A2,,verb,,
beginner,TSL|CEFR-J,A2,,noun,to be new at something,
beginning,CEFR-J,A2,,noun,,
behalf,TSL|BSL|CEFR-J,B1,,noun,"to speak or do something for someone else, e.g. on behalf of…",
behavioral,NAWL|BSL,,,adj,concerning the way people act,行動の
being,CEFR-J,A2,,noun,,
bellow,CEFR-J,B2,,verb,,
belly,CEFR-J,A2,,noun,,
belongings,CEFR-J,B2,,noun,,
beloved,CEFR-J,B1,,adjective,,
bench,TSL|CEFR-J,A2,,noun,"a long, usually wooden, seat found mainly in parks",
benchmark,BSL,,,,,
beneficial,TSL|BSL|CEFR-J,B2,,adjective,"good for you, positive effect",
beneficiary,BSL,,,,,
benevolence,CEFR-J,B2,,noun,,
benevolent,CEFR-J,B2,,adjective,,
bent,CEFR-J,B1,,adjective,,
berry,CEFR-J,B2,,noun,,
best,CEFR-J,A1,,adjective,,
bestow,CEFR-J,B2,,verb,,
bestseller,CEFR-J,B2,,noun,,
beta,BSL,,,,,
betray,CEFR-J,B2,,verb,,
better,CEFR-J,A1,,adjective,,
beverage,TSL|BSL,,,,any liquid suitable for drinking,
bewilder,CEFR-J,B2,,verb,,
bewilderment,CEFR-J,B2,,noun,,
bicycle,TSL|CEFR-J,A1,,noun,a vehicle with two wheels and pedals ,
bidder,BSL,,,,,
bidding,CEFR-J,B2,,noun,,
bikini,CEFR-J,B2,,noun,,
bilateral,BSL,,,,,
bilingual,NAWL|CEFR-J,B1,,adj,being able to speak two languages well,バイリンガル
billion,NGSL|CEFR-J,B2,,noun,,
binary,NAWL,,,adj,"having two parts; using only 2 numbers, 1 and 0",２つの；２進法の
bio,CEFR-J,B2,,noun,,
biochemistry,CEFR-J,B1,,noun,,
biodiversity,NAWL,,,n,"the variation in an environment, the number of different types of life found there",生物多様性
biography,TSL|BSL|CEFR-J,B1,,noun,someone's life story,
biologist,NAWL,,,n,a scientist who studies living things,生物学者
biology,NAWL|TSL|CEFR-J,B1,,n,the study of living things,生物学
biotechnology,CEFR-J,B2,,noun,,
birdcage,CEFR-J,B2,,noun,,
birthday,TSL|CEFR-J,A1,,noun,the day in the year on which a person was born  ,
birthplace,CEFR-J,B2,,noun,,
biscuit,CEFR-J,A1,,noun,,
bishop,CEFR-J,B1,,noun,,
bitter,BSL|CEFR-J,B1,,adjective,,
bitterly,CEFR-J,B2,,adverb,,
bizarre,NAWL|CEFR-J,B2,,adj,odd or strange,奇妙な
blackboard,CEFR-J,A2,,noun,,
blade,CEFR-J,B2,,noun,,
blank,NAWL|BSL|CEFR-J,A1,,adj,being empty; not filled out; with no writing on it,空白
blanket,TSL|CEFR-J,A2,,noun,a large piece of cloth used to cover someone or something,
blast,BSL|CEFR-J,B2,,noun,,
blaze,CEFR-J,B2,,noun,,
bleed,NAWL|CEFR-J,B1,,verb,to lose blood because of an injury,出血する
blend,BSL|CEFR-J,B2,,noun,,
blessing,CEFR-J,B1,,noun,,
blindly,CEFR-J,B2,,adverb,,
blindness,CEFR-J,B2,,noun,,
blink,CEFR-J,B2,,verb,,
blog,BSL|CEFR-J,B1,,noun,,
blogger,CEFR-J,B1,,noun,,
blonde,CEFR-J,A2,,adjective,,
bloodstream,CEFR-J,B2,,noun,,
bloom,CEFR-J,A2,,noun,,
blooming,CEFR-J,B2,,adjective,,
blossom,CEFR-J,B2,,noun,,
blueprint,TSL,,,,a drawing or plan to show what the finished thing will look like,
blur,CEFR-J,B2,,verb,,
blurt,CEFR-J,B2,,noun,,
blush,CEFR-J,B1,,noun,,
board game,CEFR-J,A2,,noun,,
boardroom,TSL,,,,a room where the board of directors of a company hold meetings  ,
boast,BSL|CEFR-J,B1,,verb,,
bodily,NAWL,,,adv,"physically, as when lifting someone",身体の
boil,CEFR-J,A2,,verb,,
boiled,CEFR-J,A2,,adjective,,
boiling,CEFR-J,B2,,adjective,,
bold,BSL|CEFR-J,B1,,adjective,,
boldly,CEFR-J,B1,,adverb,,
bolster,BSL,,,,,
bolt,CEFR-J,B2,,noun,,
bombard,CEFR-J,B2,,noun,,
bomber,BSL|CEFR-J,B2,,noun,,
bombing,CEFR-J,B2,,noun,,
bondholder,BSL,,,,,
bonus,NAWL|TSL|BSL|CEFR-J,A2,,n pl.,extra money for achieving/exceeding target,ボーナス；賞与
bony,CEFR-J,B2,,adjective,,
bookcase,TSL|CEFR-J,A2,,noun,a piece of furniture with shelves for storing books  ,
booking,CEFR-J,B1,,noun,,
bookish,CEFR-J,B2,,adjective,,
booklet,TSL|CEFR-J,B2,,noun,"a small book, leaflet, or brochure",
bookmark,CEFR-J,B2,,noun,,
bookshelf,CEFR-J,A2,,noun,,
bookshop,CEFR-J,A2,,noun,,
bookstore,TSL|CEFR-J,A1,,noun,A place where you go to buy books,
booth,TSL|CEFR-J,B2,,noun,"an enclosed space like a cubicle, stall or stand",
bored,CEFR-J,A2,,adjective,,
boredom,CEFR-J,B1,,noun,,
boring,CEFR-J,A1,,adjective,,
born,TSL|BSL,,,,brought to life,
borrower,BSL,,,,,
bossy,CEFR-J,B2,,adjective,,
botany,CEFR-J,B2,,noun,,
bothered,CEFR-J,B2,,adjective,,
bothersome,CEFR-J,B2,,adjective,,
bounce,BSL|CEFR-J,B2,,noun,,
bound,NAWL|TSL|BSL|CEFR-J,B1,,verb,to go to a specified place; to jump,縛られた
bourbon,CEFR-J,B2,,noun,,
bow,CEFR-J,B1,,noun,,
boxer,CEFR-J,B2,,noun,,
boxing,CEFR-J,B1,,noun,,
boycott,BSL,,,,,
boyfriend,CEFR-J,A1,,noun,,
bra,CEFR-J,A2,,noun,,
bracelet,CEFR-J,B1,,noun,,
bracket,NAWL|BSL|CEFR-J,B2,,n,a 90 degree piece of metal used to support a wall shelf,括弧
brag,CEFR-J,B2,,noun,,
brainstorm,TSL|CEFR-J,A2,,noun,a group discussion to come up with a lot of ideas very quickly,
brainstorming,CEFR-J,B1,,noun,,
brake,TSL|CEFR-J,A2,,noun,to stop a vehicle by pressing a pedal,
brand-new,CEFR-J,B1,,adjective,,
brass,CEFR-J,B1,,noun,,
brave,BSL|CEFR-J,A2,,adjective,,
bravely,CEFR-J,B1,,adverb,,
bravery,CEFR-J,B2,,noun,,
breach,BSL,,,,,
breakable,CEFR-J,B2,,adjective,,
breakdown,NAWL|BSL|CEFR-J,B2,,n,when normal activity or behaviour stops,故障；破壊
breakthrough,BSL|CEFR-J,B1,,noun,,
breakup,CEFR-J,B2,,noun,,
breathless,CEFR-J,B1,,adjective,,
breathtaking,CEFR-J,B2,,adjective,,
breeding,CEFR-J,B1,,noun,,
breeze,CEFR-J,A2,,noun,,
breezy,CEFR-J,B2,,adjective,,
brewery,CEFR-J,B2,,noun,,
bribe,BSL,,,,,
brick,BSL|CEFR-J,B1,,noun,,
bride,CEFR-J,A2,,noun,,
briefcase,TSL,,,,a small case with a handle usually used for carrying business papers,
brightly,CEFR-J,B1,,adverb,,
brilliantly,CEFR-J,B2,,adverb,,
broadband,BSL|CEFR-J,B2,,noun,,
broadcaster,CEFR-J,B2,,noun,,
broaden,TSL|BSL|CEFR-J,B2,,verb,to widen ,
broadly,NAWL|BSL|CEFR-J,B2,,adv,in a general (not detailed) manner,広く
broccoli,CEFR-J,B1,,noun,,
brochure,TSL|BSL|CEFR-J,B2,,noun,a small paper book that gives information about a product or service,
broken,CEFR-J,A1,,adjective,,
broker,TSL|BSL,,,,someone who buys and sells thing for a percentage of sales,
brokerage,BSL,,,,,
bronze,CEFR-J,B1,,noun,,
broom,TSL,,,,a brush with a long handle used for sweeping the dirt from the floor,
brother-in-law,CEFR-J,B2,,noun,,
brotherhood,CEFR-J,B1,,noun,,
browse,TSL|CEFR-J,B2,,verb,"look or leaf through casually, like looking through a book without really reading it",
browser,BSL|CEFR-J,B2,,noun,,
bruise,CEFR-J,B2,,noun,,
brutal,BSL,,,,,
bubble,NAWL|BSL|CEFR-J,B1,,n,a small ball of air inside of a liquid,泡
bucket,NAWL|CEFR-J,A1,,n,open container with a handle used to carry liquids,バケツ
bud,CEFR-J,B2,,noun,,
buddy,CEFR-J,B1,,noun,,
buffer,BSL,,,,,
buffet,TSL,,,,a meal consisting of a number of different dishes from which people serve themselves,
bug,TSL|BSL|CEFR-J,A2,,noun,an insect,
builder,BSL|CEFR-J,B1,,noun,,
building,CEFR-J,A1,,noun,,
bulb,TSL|CEFR-J,A2,,noun,"the shape of a teardrop, e.g. light bulb",
bulimia,CEFR-J,B2,,noun,,
bulk,NAWL|TSL|BSL,,,n,big size; largeness; heaviness,体積； 容積； 多量
bull,BSL|CEFR-J,B1,,noun,,
bullet,NAWL|BSL|CEFR-J,B1,,n,metal object fired from a gun,弾丸
bulletin,TSL|CEFR-J,B1,,noun,a short news report,
bully,BSL|CEFR-J,B2,,verb,,
bum,CEFR-J,B2,,noun,,
bump,CEFR-J,B1,,verb,,
bumper,CEFR-J,B2,,noun,,
bun,CEFR-J,B2,,noun,,
bundle,NAWL|BSL,,,n,a group of things that are tied together,束，束ねる
burdensome,CEFR-J,B2,,adjective,,
bureau,CEFR-J,B1,,noun,,
bureaucracy,BSL|CEFR-J,B2,,noun,,
bureaucrat,BSL,,,,,
bureaucratic,BSL,,,,,
burger,CEFR-J,A1,,noun,,
burglar,CEFR-J,B1,,noun,,
burglary,CEFR-J,B2,,noun,,
burgle,CEFR-J,B2,,verb,,
burial,CEFR-J,B2,,noun,,
burning,CEFR-J,B1,,adjective,,
bus station,CEFR-J,A2,,noun,,
bus stop,CEFR-J,A2,,noun,,
bush,CEFR-J,A2,,noun,,
businessman,TSL|BSL|CEFR-J,A2,,noun,"a man who works in commercial or industrial business, especially an owner or executive  ",
businessperson,TSL,,,,"a person who works in commercial or industrial business, especially an owner or executive  ",
businesswoman,CEFR-J,A2,,noun,,
bust,BSL|CEFR-J,B1,,verb,,
bustle,CEFR-J,B2,,verb,,
bustling,CEFR-J,B2,,adjective,,
butcher,CEFR-J,B1,,noun,,
butter,TSL|CEFR-J,A1,,noun,"a kind of soft spread for bread, made from cow's milk",
butterfly,CEFR-J,A1,,noun,,
buyout,BSL,,,,,
buzz,CEFR-J,B2,,noun,,
by-law,TSL,,,,,
bye,TSL|CEFR-J,A1,,noun,opposite of 'hello',
cab,TSL|CEFR-J,A2,,noun,taxi,
cabbage,CEFR-J,B1,,noun,,
cabin,TSL|CEFR-J,B1,,noun,a small house in the forest,
cabinet,TSL|BSL|CEFR-J,B2,,noun,a piece of furniture with shelves to store things,
cafe,CEFR-J,A1,,noun,,
cafeteria,TSL|CEFR-J,A2,,noun,a restaurant where you serve yourself and pay a cashier  ,
cage,TSL|CEFR-J,B1,,noun,a box-like crate usually made of steel,
calcium,NAWL,,,n,"a substance important for human and animal health, particularly for making bones and teeth",カルシウム
calculation,NAWL|TSL|BSL|CEFR-J,B1,,n,process or result of using mathematics,計算
calculator,NAWL|TSL|BSL|CEFR-J,B1,,n,a small electronic device used for calculation,計算機
calculus,NAWL,,,n,a type of mathematics used for calculating such things as the slopes of curves,結石、微積分（数学）
calendar,TSL|BSL|CEFR-J,A2,,noun,something you hang on the wall that has the months of the year on it,
calf,CEFR-J,B1,,noun,,
caller,TSL|CEFR-J,B1,,noun,the person that is phoning you,
calmly,CEFR-J,B2,,adverb,,
calmness,CEFR-J,B1,,noun,,
camel,CEFR-J,B1,,noun,,
camping,CEFR-J,A2,,noun,,
campsite,CEFR-J,B1,,noun,,
campus,NAWL|TSL|BSL|CEFR-J,A2,,n pl.,"the site of an institution, such as a university campus",キャンパス
canal,CEFR-J,B1,,noun,,
cancellation,TSL|BSL,,,,when something is not going to happen after all,
candidate,NAWL|TSL|BSL|CEFR-J,B2,,n,a person who is selected by others as a contestant for an office or honor,候補者
candle,CEFR-J,B1,,noun,,
candy,TSL|CEFR-J,A1,,noun,"a very sweet food, made from sugar and other things, that is good to eat",
cane,CEFR-J,B2,,noun,,
canned,CEFR-J,B1,,adjective,,
cannonball,CEFR-J,B2,,noun,,
canon,CEFR-J,B2,,noun,,
canteen,CEFR-J,B1,,noun,,
capillary,NAWL,,,n,very small blood vessels,毛細血管
capita,BSL,,,,,
capital letter,CEFR-J,A2,,noun,,
capitalism,NAWL|BSL,,,n,economic system based on private ownership of money,資本主義
capitalist,NAWL|BSL,,,n,one believing in private ownership of money,資本家； 資本主義者
capitalization,BSL,,,,,
capitalize,BSL,,,,,
capsule,CEFR-J,B1,,noun,,
captain,TSL|BSL|CEFR-J,A2,,noun,the person in charge of a ship or airplane,
caption,CEFR-J,B2,,noun,,
captive,CEFR-J,B2,,noun,,
car park,CEFR-J,A2,,noun,,
caravan,CEFR-J,B2,,noun,,
carbon dioxide,CEFR-J,B2,,noun,,
carbon footprint,CEFR-J,B2,,noun,,
carbon monoxide,CEFR-J,B2,,noun,,
cardboard,CEFR-J,B2,,noun,,
cardigan,CEFR-J,B2,,noun,,
carefree,CEFR-J,B2,,adjective,,
careless,TSL|CEFR-J,B1,,adjective,to do something with little care or attention,
carelessly,CEFR-J,B1,,adverb,,
carelessness,CEFR-J,B1,,noun,,
cargo,TSL|BSL,,,,the things carried in the hold of an airplane or on a truck,
caring,CEFR-J,B2,,adjective,,
carmaker,BSL,,,,,
carnival,CEFR-J,B2,,noun,,
carpenter,TSL,,,,a person makes and mends things made of wood for a liviing,
carpool,CEFR-J,B2,,noun,,
carriage,CEFR-J,B1,,noun,,
carrier,NAWL|TSL|BSL,,,n,"a company, usually an airline, that carries things",運送業；航空会社；電話会社
carrot,CEFR-J,A2,,noun,,
cart,TSL,,,,a wagon or truck used to for transport,
cartel,BSL,,,,,
carton,TSL|CEFR-J,B1,,noun,a box made of cardboard or plastic in which things like milk and juice are sold,
cartoon,CEFR-J,A1,,noun,,
cartridge,TSL,,,,"a piece of the equipment that is a sealed unit, and that can be taken out and replaced ",
carve,CEFR-J,B2,,verb,,
cascade,CEFR-J,B2,,noun,,
cashier,TSL,,,,the person whose job it is to take the money you pay for goods or services,
cashpoint,CEFR-J,B1,,noun,,
casino,BSL,,,,,
cassette,CEFR-J,A2,,noun,,
casual,TSL|BSL|CEFR-J,B1,,adjective,"uncertain, unplanned",
casually,CEFR-J,B2,,adverb,,
casualty,BSL,,,,,
catalyst,CEFR-J,B2,,noun,,
catastrophe,BSL|CEFR-J,B2,,noun,,
catastrophic,CEFR-J,B2,,adjective,,
catchy,CEFR-J,B2,,adjective,,
categorization,CEFR-J,B2,,noun,,
categorize,CEFR-J,B1,,verb,,
cater,TSL|BSL,,,,to make and deliver food ,
caterer,TSL,,,,the person who makes food and delivers it for a living,
catering,CEFR-J,B2,,noun,,
cathedral,CEFR-J,B2,,noun,,
cattle,NAWL|BSL|CEFR-J,B1,,n,cows or bulls on a farm,畜牛
caution,TSL|BSL|CEFR-J,B1,,noun,a warning to be careful,
cautious,TSL|BSL|CEFR-J,B1,,adjective,to be careful,
cave,CEFR-J,B1,,noun,,
cd,CEFR-J,A1,,noun,,
cd player,CEFR-J,A1,,noun,,
cd-rom,CEFR-J,B1,,noun,,
cease,BSL|CEFR-J,B2,,verb,,
ceasefire,BSL,,,,,
ceiling,TSL|BSL|CEFR-J,B2,,noun,the thing that covers the room up high,
celebrity,TSL|BSL|CEFR-J,B1,,noun,someone famous,
cellar,CEFR-J,B2,,noun,,
cellist,CEFR-J,B2,,noun,,
cello,CEFR-J,B2,,noun,,
cellphone,TSL,,,,phone that connects to the system by radio so that you can use it anywhere,
cemetery,CEFR-J,B2,,noun,,
censor,NAWL,,,n,"to remove parts of a book, film or letter for moral, religious, or political reasons",検閲官，検閲する
census,BSL,,,,,
centigrade,CEFR-J,B2,,noun,,
centimeter,TSL|CEFR-J,A2,,noun,"a form of measurement,  e.g. there are 100 cm in a meter",
central heating,CEFR-J,B1,,noun,,
centralize,BSL,,,,,
cereal,CEFR-J,A2,,noun,,
certainty,BSL|CEFR-J,B1,,noun,,
certificate,TSL|BSL|CEFR-J,B2,,noun,a piece of paper stating you did something,
certification,TSL|BSL|CEFR-J,B2,,noun,written proof that you did something or that something is good enough,
certify,TSL|BSL|CEFR-J,B2,,verb,to state something is real or correct,
chairperson,TSL,,,,the person in charge of a meeting,
challenging,CEFR-J,B1,,adjective,,
champagne,CEFR-J,A2,,noun,,
chancellor,BSL|CEFR-J,B2,,noun,,
chaos,BSL|CEFR-J,B1,,noun,,
chaotic,CEFR-J,B2,,adjective,,
characterization,NAWL,,,n,the way someone or something is described,特徴付けること
chariot,CEFR-J,B1,,noun,,
charitable,TSL|BSL,,,,giving free money or help of some kind to someone who needs it,
charming,CEFR-J,B2,,adjective,,
charter,BSL,,,,,
chat show,CEFR-J,B1,,noun,,
cheaply,BSL,,,,,
cheat,NAWL|BSL|CEFR-J,B2,,verb,To act in dishonest manner to gain an advantage,だます
check-in counter,CEFR-J,B1,,noun,,
check-in desk,CEFR-J,B1,,noun,,
checkout,TSL|CEFR-J,B1,,noun,the latest time that you must vacate a hotel room,
checkpoint,CEFR-J,B2,,noun,,
checkup,TSL,,,,a test to see that all is as it should be,
cheeky,CEFR-J,B2,,adjective,,
cheer,TSL|BSL|CEFR-J,A2,,verb,"to cheer on, shout encouragement",
cheerful,CEFR-J,B1,,adjective,,
cheerfully,CEFR-J,B2,,adverb,,
cheerfulness,CEFR-J,B2,,noun,,
cheers,NAWL,,,n,a toast used when raising your glass to drink,乾杯
cheeseburger,TSL,,,,a hamburger with melted cheese on it  ,
chef,TSL|CEFR-J,A2,,noun,a person who cooks for a living,
chemist,CEFR-J,B1,,noun,,
chemistry,NAWL|TSL|CEFR-J,B1,,n,the study of the structure of substances,化学
chemotherapy,NAWL|CEFR-J,B2,,n,"the treatment of diseases, such as cancer, using chemicals",化学療法
cheque,BSL|CEFR-J,A2,,noun,,
cherish,CEFR-J,B1,,verb,,
cherished,CEFR-J,B2,,adjective,,
cherry,CEFR-J,B2,,noun,,
chess,NAWL|CEFR-J,A2,,n,"a game of strategy, for two players",チェス
chest of drawers,CEFR-J,B1,,noun,,
chew,CEFR-J,B2,,verb,,
chewing gum,CEFR-J,B1,,noun,,
childish,CEFR-J,B2,,adjective,,
chili,CEFR-J,A2,,noun,,
chilly,TSL,,,,when the weather is cold and causing you to shiver,
chimney,CEFR-J,B2,,noun,,
chimpanzee,CEFR-J,A2,,noun,,
chin,CEFR-J,A2,,noun,,
chirp,CEFR-J,A2,,noun,,
chloride,NAWL,,,n,a chemical compound that is a mixture of chlorine and something else,塩化物
choir,CEFR-J,B1,,noun,,
choke,CEFR-J,B1,,verb,,
chop,CEFR-J,B2,,verb,,
christian,CEFR-J,B1,,adjective,,
chromosome,NAWL,,,n,cell structures that carry the genetic material that is copied and passed to the next generation.,染色体
chronic,NAWL|TSL,,,adj,over a long time; serious,慢性的な
chronological,CEFR-J,B1,,adjective,,
chuckle,CEFR-J,B1,,noun,,
chunk,NAWL|BSL|CEFR-J,B2,,n,a large bit of something; thick lump,大きな塊
cinema,NAWL|TSL|BSL|CEFR-J,A1,,n,a place for showing movies,映画；映画館
circa,NAWL,,,n,an approximate time period,約（年号に使われる）
circuit,TSL|BSL|CEFR-J,B2,,noun,a set path you move along,
circuitry,CEFR-J,B2,,noun,,
circular,CEFR-J,B1,,adjective,,
circulate,NAWL|TSL|BSL,,,verb,to go round continuously,循環する
circulation,NAWL|TSL|BSL,,,n,the movement of blood through the body,循環
circus,TSL|CEFR-J,B1,,noun,a showy or noisy performance,
citation,BSL,,,,,
citizenship,BSL|CEFR-J,B1,,noun,,
citywide,CEFR-J,B2,,adjective,,
civilization,NAWL|CEFR-J,B1,,n,a highly developed society,文明
clam,CEFR-J,B2,,noun,,
clap,TSL|CEFR-J,B2,,verb,hitting your hands together to make a noise to show you enjoyed something,
clarify,NAWL|TSL|BSL|CEFR-J,B2,,verb,to state again so that a point is clearer,明確にする
clarity,BSL,,,,,
clash,BSL,,,,,
classical music,CEFR-J,A2,,noun,,
classification,NAWL|BSL|CEFR-J,B2,,n,putting similar items into groups or sets,分類
classify,NAWL|TSL|BSL|CEFR-J,B1,,verb,To arrange things into groups of similar items,分類する
classmate,TSL|CEFR-J,A1,,noun,Someone studying in your class with you,
classroom,NAWL|BSL|CEFR-J,A1,,n,room in a school where lessons take place,教室
clay,NAWL,,,n,"heavy, sticky earth used to make pottery",粘土
cleaner,TSL|BSL|CEFR-J,A2,,noun,someone who cleans  for a living,
cleanliness,TSL,,,,"state of being not dirty, clean",
clearness,CEFR-J,B2,,noun,,
cleric,BSL,,,,,
clerical,CEFR-J,B2,,adjective,,
clerk,TSL|CEFR-J,A2,,noun,someone who works at a counter,
clever,NAWL|BSL|CEFR-J,A1,,adj,Showing intelligence; quick to understand or learn,利口な
click,NAWL|TSL|BSL|CEFR-J,B1,,verb,to press a computer mouse to do something on a computer,クリックする
client,NAWL|TSL|BSL|CEFR-J,B2,,n,person paying for professional services,依頼人；顧客
cliff,CEFR-J,B1,,noun,,
climate change,CEFR-J,B2,,noun,,
climber,CEFR-J,B1,,noun,,
climbing,CEFR-J,A2,,noun,,
clinic,NAWL|TSL|BSL|CEFR-J,B1,,n,local medical center; department of a hospital,診療所
